x,y,z,type
-177,-21,0,malignant_epithelial_cell
-165,-21,0,malignant_epithelial_cell
-65,-21,0,malignant_epithelial_cell
-14,-21,0,malignant_epithelial_cell
34,-21,0,malignant_epithelial_cell
150,-21,0,malignant_epithelial_cell
165,-21,0,malignant_epithelial_cell
273,-21,0,malignant_epithelial_cell
-234,-20,0,malignant_epithelial_cell
0,-20,0,malignant_epithelial_cell
130,-20,0,malignant_epithelial_cell
138,-20,0,malignant_epithelial_cell
61,-19,0,malignant_epithelial_cell
201,-19,0,malignant_epithelial_cell
287,-19,0,malignant_epithelial_cell
413,-19,0,effector_T_cell
-22,-18,0,malignant_epithelial_cell
77,-18,0,malignant_epithelial_cell
239,-18,0,malignant_epithelial_cell
-132,-17,0,malignant_epithelial_cell
-54,-17,0,malignant_epithelial_cell
158,-17,0,malignant_epithelial_cell
163,-17,0,malignant_epithelial_cell
202,-17,0,malignant_epithelial_cell
-416,-16,0,effector_T_cell
-4,-16,0,malignant_epithelial_cell
393,-15,0,effector_T_cell
-50,-14,0,malignant_epithelial_cell
163,-14,0,malignant_epithelial_cell
-259,-13,0,malignant_epithelial_cell
57,-13,0,malignant_epithelial_cell
-205,-12,0,malignant_epithelial_cell
141,-12,0,malignant_epithelial_cell
337,-12,0,effector_T_cell
147,-11,0,malignant_epithelial_cell
-88,-10,0,malignant_epithelial_cell
218,-10,0,malignant_epithelial_cell
253,-10,0,malignant_epithelial_cell
-17,-9,0,malignant_epithelial_cell
21,-9,0,malignant_epithelial_cell
143,-9,0,malignant_epithelial_cell
83,-8,0,malignant_epithelial_cell
-299,-7,0,malignant_epithelial_cell
-179,-7,0,malignant_epithelial_cell
42,-7,0,malignant_epithelial_cell
169,-7,0,malignant_epithelial_cell
-226,-6,0,malignant_epithelial_cell
-139,-6,0,malignant_epithelial_cell
-69,-6,0,malignant_epithelial_cell
174,-6,0,malignant_epithelial_cell
-197,-5,0,malignant_epithelial_cell
-43,-5,0,malignant_epithelial_cell
192,-5,0,malignant_epithelial_cell
250,-5,0,malignant_epithelial_cell
116,-4,0,malignant_epithelial_cell
-255,-3,0,malignant_epithelial_cell
-251,-3,0,malignant_epithelial_cell
-186,-3,0,malignant_epithelial_cell
-106,-3,0,malignant_epithelial_cell
31,-3,0,malignant_epithelial_cell
67,-3,0,malignant_epithelial_cell
34,-2,0,malignant_epithelial_cell
55,-2,0,malignant_epithelial_cell
178,-2,0,malignant_epithelial_cell
287,-2,0,malignant_epithelial_cell
-25,-1,0,malignant_epithelial_cell
284,-1,0,malignant_epithelial_cell
-238,0,0,malignant_epithelial_cell
-139,0,0,malignant_epithelial_cell
-74,0,0,malignant_epithelial_cell
66,0,0,malignant_epithelial_cell
147,0,0,malignant_epithelial_cell
212,0,0,malignant_epithelial_cell
-265,1,0,malignant_epithelial_cell
260,1,0,malignant_epithelial_cell
295,1,0,malignant_epithelial_cell
-98,2,0,malignant_epithelial_cell
136,2,0,malignant_epithelial_cell
-193,3,0,malignant_epithelial_cell
-32,3,0,malignant_epithelial_cell
78,3,0,malignant_epithelial_cell
235,3,0,malignant_epithelial_cell
252,3,0,malignant_epithelial_cell
77,4,0,malignant_epithelial_cell
233,4,0,malignant_epithelial_cell
156,5,0,malignant_epithelial_cell
-80,6,0,malignant_epithelial_cell
28,6,0,malignant_epithelial_cell
62,6,0,malignant_epithelial_cell
143,6,0,malignant_epithelial_cell
241,6,0,malignant_epithelial_cell
-159,7,0,malignant_epithelial_cell
-128,8,0,malignant_epithelial_cell
197,8,0,malignant_epithelial_cell
-44,9,0,malignant_epithelial_cell
40,9,0,malignant_epithelial_cell
-210,10,0,malignant_epithelial_cell
-31,10,0,malignant_epithelial_cell
57,10,0,malignant_epithelial_cell
172,10,0,malignant_epithelial_cell
257,10,0,malignant_epithelial_cell
-131,11,0,malignant_epithelial_cell
-14,11,0,malignant_epithelial_cell
48,11,0,malignant_epithelial_cell
92,11,0,malignant_epithelial_cell
161,11,0,malignant_epithelial_cell
-226,12,0,malignant_epithelial_cell
-224,12,0,malignant_epithelial_cell
-203,12,0,malignant_epithelial_cell
-143,12,0,malignant_epithelial_cell
-128,12,0,malignant_epithelial_cell
-239,13,0,malignant_epithelial_cell
-148,13,0,malignant_epithelial_cell
-31,13,0,malignant_epithelial_cell
219,14,0,malignant_epithelial_cell
-247,15,0,malignant_epithelial_cell
27,15,0,malignant_epithelial_cell
-132,16,0,malignant_epithelial_cell
-120,16,0,malignant_epithelial_cell
135,16,0,malignant_epithelial_cell
-39,17,0,malignant_epithelial_cell
97,17,0,malignant_epithelial_cell
295,17,0,malignant_epithelial_cell
17,18,0,malignant_epithelial_cell
-169,19,0,malignant_epithelial_cell
-131,19,0,malignant_epithelial_cell
-114,19,0,malignant_epithelial_cell
-61,19,0,malignant_epithelial_cell
16,19,0,malignant_epithelial_cell
173,19,0,malignant_epithelial_cell
190,19,0,malignant_epithelial_cell
-159,20,0,malignant_epithelial_cell
-54,20,0,malignant_epithelial_cell
220,20,0,malignant_epithelial_cell
226,20,0,malignant_epithelial_cell
-228,21,0,malignant_epithelial_cell
-114,21,0,malignant_epithelial_cell
265,21,0,malignant_epithelial_cell
278,21,0,malignant_epithelial_cell
-187,22,0,malignant_epithelial_cell
-120,23,0,malignant_epithelial_cell
55,23,0,malignant_epithelial_cell
-271,24,0,malignant_epithelial_cell
-151,24,0,malignant_epithelial_cell
21,24,0,malignant_epithelial_cell
-125,25,0,malignant_epithelial_cell
10,25,0,malignant_epithelial_cell
-176,26,0,malignant_epithelial_cell
-109,27,0,malignant_epithelial_cell
-60,27,0,malignant_epithelial_cell
-38,27,0,malignant_epithelial_cell
202,27,0,malignant_epithelial_cell
297,27,0,malignant_epithelial_cell
-98,28,0,malignant_epithelial_cell
-87,28,0,malignant_epithelial_cell
-273,29,0,malignant_epithelial_cell
-176,29,0,malignant_epithelial_cell
-91,29,0,malignant_epithelial_cell
-78,29,0,malignant_epithelial_cell
263,29,0,malignant_epithelial_cell
-210,30,0,malignant_epithelial_cell
-197,30,0,malignant_epithelial_cell
121,30,0,malignant_epithelial_cell
224,30,0,malignant_epithelial_cell
-269,31,0,malignant_epithelial_cell
-154,31,0,malignant_epithelial_cell
-93,31,0,malignant_epithelial_cell
-13,31,0,malignant_epithelial_cell
164,32,0,malignant_epithelial_cell
-214,33,0,malignant_epithelial_cell
-195,33,0,malignant_epithelial_cell
36,33,0,malignant_epithelial_cell
-297,34,0,malignant_epithelial_cell
128,34,0,malignant_epithelial_cell
156,34,0,malignant_epithelial_cell
-206,35,0,malignant_epithelial_cell
141,35,0,malignant_epithelial_cell
-204,36,0,malignant_epithelial_cell
-152,36,0,malignant_epithelial_cell
-68,36,0,malignant_epithelial_cell
4,36,0,malignant_epithelial_cell
127,36,0,malignant_epithelial_cell
-402,37,0,effector_T_cell
-271,37,0,malignant_epithelial_cell
-159,37,0,malignant_epithelial_cell
49,37,0,malignant_epithelial_cell
111,37,0,malignant_epithelial_cell
188,37,0,malignant_epithelial_cell
-350,38,0,effector_T_cell
-338,38,0,effector_T_cell
-152,38,0,malignant_epithelial_cell
-148,38,0,malignant_epithelial_cell
1,38,0,malignant_epithelial_cell
2,38,0,malignant_epithelial_cell
65,39,0,malignant_epithelial_cell
35,40,0,malignant_epithelial_cell
71,40,0,malignant_epithelial_cell
283,41,0,malignant_epithelial_cell
-143,42,0,malignant_epithelial_cell
8,42,0,malignant_epithelial_cell
115,42,0,malignant_epithelial_cell
125,42,0,malignant_epithelial_cell
-194,43,0,malignant_epithelial_cell
-177,43,0,malignant_epithelial_cell
-125,43,0,malignant_epithelial_cell
123,43,0,malignant_epithelial_cell
267,43,0,malignant_epithelial_cell
26,44,0,malignant_epithelial_cell
69,44,0,malignant_epithelial_cell
-246,45,0,malignant_epithelial_cell
-212,45,0,malignant_epithelial_cell
95,45,0,malignant_epithelial_cell
236,45,0,malignant_epithelial_cell
291,45,0,malignant_epithelial_cell
-200,46,0,malignant_epithelial_cell
-215,47,0,malignant_epithelial_cell
-28,47,0,malignant_epithelial_cell
-204,48,0,malignant_epithelial_cell
-98,48,0,malignant_epithelial_cell
62,48,0,malignant_epithelial_cell
168,48,0,malignant_epithelial_cell
-67,49,0,malignant_epithelial_cell
279,49,0,malignant_epithelial_cell
-182,50,0,malignant_epithelial_cell
146,50,0,malignant_epithelial_cell
-263,51,0,malignant_epithelial_cell
-238,51,0,malignant_epithelial_cell
139,51,0,malignant_epithelial_cell
264,51,0,malignant_epithelial_cell
282,51,0,malignant_epithelial_cell
-246,52,0,malignant_epithelial_cell
-215,52,0,malignant_epithelial_cell
-73,52,0,malignant_epithelial_cell
206,52,0,malignant_epithelial_cell
291,52,0,malignant_epithelial_cell
38,53,0,malignant_epithelial_cell
200,53,0,malignant_epithelial_cell
268,53,0,malignant_epithelial_cell
-264,55,0,malignant_epithelial_cell
-212,55,0,malignant_epithelial_cell
72,55,0,malignant_epithelial_cell
-273,57,0,malignant_epithelial_cell
187,57,0,malignant_epithelial_cell
-271,58,0,malignant_epithelial_cell
6,58,0,malignant_epithelial_cell
93,58,0,malignant_epithelial_cell
-292,59,0,malignant_epithelial_cell
-179,59,0,malignant_epithelial_cell
-82,59,0,malignant_epithelial_cell
-283,60,0,malignant_epithelial_cell
-261,60,0,malignant_epithelial_cell
333,60,0,effector_T_cell
-221,61,0,malignant_epithelial_cell
-172,61,0,malignant_epithelial_cell
-165,61,0,malignant_epithelial_cell
-109,61,0,malignant_epithelial_cell
-27,61,0,malignant_epithelial_cell
141,61,0,malignant_epithelial_cell
165,61,0,malignant_epithelial_cell
-249,62,0,malignant_epithelial_cell
-32,62,0,malignant_epithelial_cell
95,62,0,malignant_epithelial_cell
-293,63,0,malignant_epithelial_cell
-24,63,0,malignant_epithelial_cell
314,63,0,effector_T_cell
189,64,0,malignant_epithelial_cell
200,65,0,malignant_epithelial_cell
216,65,0,malignant_epithelial_cell
-246,66,0,malignant_epithelial_cell
-174,66,0,malignant_epithelial_cell
-85,66,0,malignant_epithelial_cell
131,66,0,malignant_epithelial_cell
-126,67,0,malignant_epithelial_cell
-78,67,0,malignant_epithelial_cell
55,67,0,malignant_epithelial_cell
-222,69,0,malignant_epithelial_cell
-44,69,0,malignant_epithelial_cell
282,69,0,malignant_epithelial_cell
-228,70,0,malignant_epithelial_cell
-176,70,0,malignant_epithelial_cell
-114,70,0,malignant_epithelial_cell
-59,70,0,malignant_epithelial_cell
160,71,0,malignant_epithelial_cell
162,71,0,malignant_epithelial_cell
-226,72,0,malignant_epithelial_cell
-124,72,0,malignant_epithelial_cell
4,72,0,malignant_epithelial_cell
223,72,0,malignant_epithelial_cell
-286,73,0,malignant_epithelial_cell
33,73,0,malignant_epithelial_cell
-117,74,0,malignant_epithelial_cell
139,74,0,malignant_epithelial_cell
-210,75,0,malignant_epithelial_cell
-201,75,0,malignant_epithelial_cell
27,75,0,malignant_epithelial_cell
-201,76,0,malignant_epithelial_cell
-168,76,0,malignant_epithelial_cell
-121,76,0,malignant_epithelial_cell
-18,76,0,malignant_epithelial_cell
16,76,0,malignant_epithelial_cell
-165,77,0,malignant_epithelial_cell
-311,78,0,M0_macrophage
-180,78,0,malignant_epithelial_cell
-175,78,0,malignant_epithelial_cell
-120,78,0,malignant_epithelial_cell
344,79,0,effector_T_cell
-133,80,0,malignant_epithelial_cell
183,80,0,malignant_epithelial_cell
-241,81,0,malignant_epithelial_cell
-31,81,0,malignant_epithelial_cell
25,81,0,malignant_epithelial_cell
97,81,0,malignant_epithelial_cell
-147,82,0,malignant_epithelial_cell
-212,83,0,malignant_epithelial_cell
-204,83,0,malignant_epithelial_cell
-129,83,0,malignant_epithelial_cell
-48,83,0,malignant_epithelial_cell
105,83,0,malignant_epithelial_cell
189,83,0,malignant_epithelial_cell
-98,84,0,malignant_epithelial_cell
-5,84,0,malignant_epithelial_cell
-159,85,0,malignant_epithelial_cell
152,86,0,malignant_epithelial_cell
239,87,0,malignant_epithelial_cell
-160,88,0,malignant_epithelial_cell
192,88,0,malignant_epithelial_cell
-262,89,0,malignant_epithelial_cell
25,89,0,malignant_epithelial_cell
79,89,0,malignant_epithelial_cell
63,90,0,malignant_epithelial_cell
80,90,0,malignant_epithelial_cell
138,90,0,malignant_epithelial_cell
-385,91,0,effector_T_cell
-19,91,0,malignant_epithelial_cell
81,91,0,malignant_epithelial_cell
-36,92,0,malignant_epithelial_cell
8,92,0,malignant_epithelial_cell
-189,93,0,malignant_epithelial_cell
-78,93,0,malignant_epithelial_cell
123,93,0,malignant_epithelial_cell
246,93,0,malignant_epithelial_cell
-77,94,0,malignant_epithelial_cell
-34,94,0,malignant_epithelial_cell
83,94,0,malignant_epithelial_cell
162,94,0,malignant_epithelial_cell
172,94,0,malignant_epithelial_cell
273,94,0,malignant_epithelial_cell
-198,95,0,malignant_epithelial_cell
-138,95,0,malignant_epithelial_cell
18,95,0,malignant_epithelial_cell
143,95,0,malignant_epithelial_cell
-254,96,0,malignant_epithelial_cell
-126,96,0,malignant_epithelial_cell
151,96,0,malignant_epithelial_cell
360,96,0,effector_T_cell
-175,97,0,malignant_epithelial_cell
192,97,0,malignant_epithelial_cell
229,97,0,malignant_epithelial_cell
-241,98,0,malignant_epithelial_cell
-35,98,0,malignant_epithelial_cell
88,98,0,malignant_epithelial_cell
93,98,0,malignant_epithelial_cell
-175,99,0,malignant_epithelial_cell
-135,99,0,malignant_epithelial_cell
160,99,0,malignant_epithelial_cell
227,99,0,malignant_epithelial_cell
239,99,0,malignant_epithelial_cell
57,100,0,malignant_epithelial_cell
280,100,0,malignant_epithelial_cell
272,101,0,malignant_epithelial_cell
-79,102,0,malignant_epithelial_cell
-25,102,0,malignant_epithelial_cell
71,102,0,malignant_epithelial_cell
75,102,0,malignant_epithelial_cell
134,102,0,malignant_epithelial_cell
-278,104,0,malignant_epithelial_cell
-138,104,0,malignant_epithelial_cell
-134,104,0,malignant_epithelial_cell
132,105,0,malignant_epithelial_cell
172,105,0,malignant_epithelial_cell
224,105,0,malignant_epithelial_cell
-184,106,0,malignant_epithelial_cell
-89,106,0,malignant_epithelial_cell
-43,106,0,malignant_epithelial_cell
178,106,0,malignant_epithelial_cell
-205,107,0,malignant_epithelial_cell
-25,107,0,malignant_epithelial_cell
176,107,0,malignant_epithelial_cell
179,107,0,malignant_epithelial_cell
222,107,0,malignant_epithelial_cell
-45,108,0,malignant_epithelial_cell
165,108,0,malignant_epithelial_cell
251,108,0,malignant_epithelial_cell
292,108,0,M0_macrophage
-271,109,0,malignant_epithelial_cell
-215,109,0,malignant_epithelial_cell
122,109,0,malignant_epithelial_cell
-255,110,0,malignant_epithelial_cell
-187,110,0,malignant_epithelial_cell
-47,110,0,malignant_epithelial_cell
51,110,0,malignant_epithelial_cell
222,110,0,malignant_epithelial_cell
226,110,0,malignant_epithelial_cell
-21,111,0,malignant_epithelial_cell
-173,112,0,malignant_epithelial_cell
207,112,0,malignant_epithelial_cell
243,112,0,malignant_epithelial_cell
251,112,0,malignant_epithelial_cell
-230,113,0,malignant_epithelial_cell
14,113,0,malignant_epithelial_cell
-239,114,0,malignant_epithelial_cell
-182,114,0,malignant_epithelial_cell
186,114,0,malignant_epithelial_cell
-312,115,0,effector_T_cell
-153,115,0,malignant_epithelial_cell
-247,116,0,malignant_epithelial_cell
-193,116,0,malignant_epithelial_cell
-174,116,0,malignant_epithelial_cell
-12,116,0,malignant_epithelial_cell
189,116,0,malignant_epithelial_cell
198,116,0,malignant_epithelial_cell
1,117,0,malignant_epithelial_cell
176,117,0,malignant_epithelial_cell
274,117,0,malignant_epithelial_cell
-257,118,0,malignant_epithelial_cell
-247,118,0,malignant_epithelial_cell
9,118,0,malignant_epithelial_cell
97,118,0,malignant_epithelial_cell
252,118,0,malignant_epithelial_cell
-79,119,0,malignant_epithelial_cell
54,119,0,malignant_epithelial_cell
98,119,0,malignant_epithelial_cell
99,119,0,malignant_epithelial_cell
220,119,0,malignant_epithelial_cell
-49,120,0,malignant_epithelial_cell
-170,121,0,malignant_epithelial_cell
181,121,0,malignant_epithelial_cell
198,121,0,malignant_epithelial_cell
-246,122,0,malignant_epithelial_cell
28,122,0,malignant_epithelial_cell
185,122,0,malignant_epithelial_cell
-249,123,0,malignant_epithelial_cell
128,123,0,malignant_epithelial_cell
391,123,0,effector_T_cell
-104,124,0,malignant_epithelial_cell
191,124,0,malignant_epithelial_cell
200,124,0,malignant_epithelial_cell
-398,125,0,M0_macrophage
-168,125,0,malignant_epithelial_cell
-151,125,0,malignant_epithelial_cell
195,125,0,malignant_epithelial_cell
-44,126,0,malignant_epithelial_cell
67,126,0,malignant_epithelial_cell
104,126,0,malignant_epithelial_cell
-123,127,0,malignant_epithelial_cell
46,127,0,malignant_epithelial_cell
50,127,0,malignant_epithelial_cell
101,128,0,malignant_epithelial_cell
-250,129,0,malignant_epithelial_cell
-251,130,0,malignant_epithelial_cell
-247,130,0,malignant_epithelial_cell
-176,130,0,malignant_epithelial_cell
14,130,0,malignant_epithelial_cell
53,130,0,malignant_epithelial_cell
-9,131,0,malignant_epithelial_cell
71,131,0,malignant_epithelial_cell
148,131,0,malignant_epithelial_cell
173,131,0,malignant_epithelial_cell
261,131,0,malignant_epithelial_cell
-241,132,0,malignant_epithelial_cell
59,132,0,malignant_epithelial_cell
-223,133,0,malignant_epithelial_cell
-155,133,0,malignant_epithelial_cell
22,133,0,malignant_epithelial_cell
145,134,0,malignant_epithelial_cell
158,134,0,malignant_epithelial_cell
175,134,0,malignant_epithelial_cell
-154,135,0,malignant_epithelial_cell
-54,135,0,malignant_epithelial_cell
17,135,0,malignant_epithelial_cell
20,135,0,malignant_epithelial_cell
142,135,0,malignant_epithelial_cell
251,135,0,malignant_epithelial_cell
258,135,0,malignant_epithelial_cell
-221,136,0,malignant_epithelial_cell
-148,136,0,malignant_epithelial_cell
127,136,0,malignant_epithelial_cell
156,136,0,malignant_epithelial_cell
232,136,0,malignant_epithelial_cell
-297,137,0,effector_T_cell
101,137,0,malignant_epithelial_cell
-113,138,0,malignant_epithelial_cell
48,138,0,malignant_epithelial_cell
244,138,0,malignant_epithelial_cell
-251,139,0,malignant_epithelial_cell
-241,139,0,malignant_epithelial_cell
147,139,0,malignant_epithelial_cell
236,139,0,malignant_epithelial_cell
-207,140,0,malignant_epithelial_cell
-134,140,0,malignant_epithelial_cell
-31,140,0,malignant_epithelial_cell
-29,140,0,malignant_epithelial_cell
145,140,0,malignant_epithelial_cell
-53,141,0,malignant_epithelial_cell
119,141,0,malignant_epithelial_cell
-191,142,0,malignant_epithelial_cell
37,142,0,malignant_epithelial_cell
63,142,0,malignant_epithelial_cell
-200,143,0,malignant_epithelial_cell
-100,143,0,malignant_epithelial_cell
-45,143,0,malignant_epithelial_cell
152,143,0,malignant_epithelial_cell
48,145,0,malignant_epithelial_cell
165,145,0,malignant_epithelial_cell
226,145,0,malignant_epithelial_cell
128,146,0,malignant_epithelial_cell
-186,147,0,malignant_epithelial_cell
-139,147,0,malignant_epithelial_cell
-129,147,0,malignant_epithelial_cell
41,147,0,malignant_epithelial_cell
149,147,0,malignant_epithelial_cell
-53,148,0,malignant_epithelial_cell
43,148,0,malignant_epithelial_cell
200,148,0,malignant_epithelial_cell
-112,149,0,malignant_epithelial_cell
-16,149,0,malignant_epithelial_cell
-190,150,0,malignant_epithelial_cell
148,150,0,malignant_epithelial_cell
158,150,0,malignant_epithelial_cell
-179,151,0,malignant_epithelial_cell
212,151,0,malignant_epithelial_cell
-325,152,0,effector_T_cell
-245,152,0,malignant_epithelial_cell
-46,152,0,malignant_epithelial_cell
-38,152,0,malignant_epithelial_cell
52,152,0,malignant_epithelial_cell
100,152,0,malignant_epithelial_cell
143,152,0,malignant_epithelial_cell
362,152,0,effector_T_cell
-359,153,0,effector_T_cell
273,153,0,effector_T_cell
-420,154,0,effector_T_cell
-111,154,0,malignant_epithelial_cell
-319,155,0,M0_macrophage
42,155,0,malignant_epithelial_cell
153,155,0,malignant_epithelial_cell
-136,156,0,malignant_epithelial_cell
-133,156,0,malignant_epithelial_cell
-69,156,0,malignant_epithelial_cell
-25,156,0,malignant_epithelial_cell
128,156,0,malignant_epithelial_cell
-8,157,0,malignant_epithelial_cell
-217,158,0,malignant_epithelial_cell
-208,158,0,malignant_epithelial_cell
-119,158,0,malignant_epithelial_cell
-52,158,0,malignant_epithelial_cell
99,158,0,malignant_epithelial_cell
224,158,0,malignant_epithelial_cell
-154,159,0,malignant_epithelial_cell
113,159,0,malignant_epithelial_cell
115,159,0,malignant_epithelial_cell
177,159,0,malignant_epithelial_cell
-339,160,0,M0_macrophage
-221,160,0,malignant_epithelial_cell
141,161,0,malignant_epithelial_cell
-60,162,0,malignant_epithelial_cell
60,162,0,malignant_epithelial_cell
145,162,0,malignant_epithelial_cell
-58,163,0,malignant_epithelial_cell
114,163,0,malignant_epithelial_cell
145,163,0,malignant_epithelial_cell
-220,164,0,malignant_epithelial_cell
-158,164,0,malignant_epithelial_cell
-65,164,0,malignant_epithelial_cell
-23,164,0,malignant_epithelial_cell
1,164,0,malignant_epithelial_cell
7,164,0,malignant_epithelial_cell
-149,165,0,malignant_epithelial_cell
-143,165,0,malignant_epithelial_cell
-107,165,0,malignant_epithelial_cell
23,165,0,malignant_epithelial_cell
108,165,0,malignant_epithelial_cell
157,165,0,malignant_epithelial_cell
239,165,0,malignant_epithelial_cell
-159,166,0,malignant_epithelial_cell
-72,166,0,malignant_epithelial_cell
-6,166,0,malignant_epithelial_cell
78,166,0,malignant_epithelial_cell
116,166,0,malignant_epithelial_cell
-244,167,0,malignant_epithelial_cell
-75,167,0,malignant_epithelial_cell
-14,167,0,malignant_epithelial_cell
165,167,0,malignant_epithelial_cell
-198,168,0,malignant_epithelial_cell
175,168,0,malignant_epithelial_cell
-23,169,0,malignant_epithelial_cell
152,169,0,malignant_epithelial_cell
30,171,0,malignant_epithelial_cell
154,171,0,malignant_epithelial_cell
239,171,0,malignant_epithelial_cell
-312,172,0,M0_macrophage
-197,172,0,malignant_epithelial_cell
-169,172,0,malignant_epithelial_cell
-68,173,0,malignant_epithelial_cell
-17,173,0,malignant_epithelial_cell
124,173,0,malignant_epithelial_cell
194,173,0,malignant_epithelial_cell
-260,174,0,M0_macrophage
-106,174,0,malignant_epithelial_cell
-157,175,0,malignant_epithelial_cell
-102,175,0,malignant_epithelial_cell
22,175,0,malignant_epithelial_cell
26,175,0,malignant_epithelial_cell
62,175,0,malignant_epithelial_cell
84,175,0,malignant_epithelial_cell
390,175,0,M0_macrophage
-127,176,0,malignant_epithelial_cell
86,176,0,malignant_epithelial_cell
195,176,0,malignant_epithelial_cell
-195,177,0,malignant_epithelial_cell
-88,177,0,malignant_epithelial_cell
59,177,0,malignant_epithelial_cell
100,177,0,malignant_epithelial_cell
190,177,0,malignant_epithelial_cell
-132,178,0,malignant_epithelial_cell
-59,178,0,malignant_epithelial_cell
-53,178,0,malignant_epithelial_cell
300,178,0,effector_T_cell
-193,179,0,malignant_epithelial_cell
-162,179,0,malignant_epithelial_cell
-6,179,0,malignant_epithelial_cell
85,179,0,malignant_epithelial_cell
-19,180,0,malignant_epithelial_cell
27,180,0,malignant_epithelial_cell
110,180,0,malignant_epithelial_cell
117,180,0,malignant_epithelial_cell
131,180,0,malignant_epithelial_cell
213,180,0,malignant_epithelial_cell
-71,181,0,malignant_epithelial_cell
-15,181,0,malignant_epithelial_cell
74,182,0,malignant_epithelial_cell
157,182,0,malignant_epithelial_cell
-211,183,0,malignant_epithelial_cell
-10,184,0,malignant_epithelial_cell
159,184,0,malignant_epithelial_cell
53,185,0,malignant_epithelial_cell
100,185,0,malignant_epithelial_cell
-234,186,0,malignant_epithelial_cell
-219,186,0,malignant_epithelial_cell
-183,186,0,malignant_epithelial_cell
-155,187,0,malignant_epithelial_cell
49,187,0,malignant_epithelial_cell
104,187,0,malignant_epithelial_cell
112,187,0,malignant_epithelial_cell
-16,188,0,malignant_epithelial_cell
126,188,0,malignant_epithelial_cell
-37,189,0,malignant_epithelial_cell
37,189,0,malignant_epithelial_cell
189,189,0,malignant_epithelial_cell
-61,190,0,malignant_epithelial_cell
-14,190,0,malignant_epithelial_cell
25,190,0,malignant_epithelial_cell
123,190,0,malignant_epithelial_cell
-198,191,0,malignant_epithelial_cell
-126,191,0,malignant_epithelial_cell
-98,191,0,malignant_epithelial_cell
-126,192,0,malignant_epithelial_cell
-5,192,0,malignant_epithelial_cell
19,192,0,malignant_epithelial_cell
30,192,0,malignant_epithelial_cell
121,192,0,malignant_epithelial_cell
-143,193,0,malignant_epithelial_cell
-135,193,0,malignant_epithelial_cell
71,193,0,malignant_epithelial_cell
187,193,0,malignant_epithelial_cell
-39,194,0,malignant_epithelial_cell
50,194,0,malignant_epithelial_cell
-143,195,0,malignant_epithelial_cell
-84,195,0,malignant_epithelial_cell
-51,195,0,malignant_epithelial_cell
-111,196,0,malignant_epithelial_cell
-23,196,0,malignant_epithelial_cell
-7,196,0,malignant_epithelial_cell
-6,196,0,malignant_epithelial_cell
112,196,0,malignant_epithelial_cell
119,196,0,malignant_epithelial_cell
178,196,0,malignant_epithelial_cell
-34,197,0,malignant_epithelial_cell
-133,198,0,malignant_epithelial_cell
-118,198,0,malignant_epithelial_cell
-38,198,0,malignant_epithelial_cell
59,198,0,malignant_epithelial_cell
69,198,0,malignant_epithelial_cell
165,198,0,malignant_epithelial_cell
-26,199,0,malignant_epithelial_cell
33,199,0,malignant_epithelial_cell
106,199,0,malignant_epithelial_cell
146,199,0,malignant_epithelial_cell
-188,200,0,malignant_epithelial_cell
-109,200,0,malignant_epithelial_cell
-255,201,0,M0_macrophage
68,201,0,malignant_epithelial_cell
166,201,0,malignant_epithelial_cell
-126,203,0,malignant_epithelial_cell
13,203,0,malignant_epithelial_cell
200,203,0,malignant_epithelial_cell
5,204,0,malignant_epithelial_cell
136,205,0,malignant_epithelial_cell
204,205,0,malignant_epithelial_cell
148,206,0,malignant_epithelial_cell
190,206,0,malignant_epithelial_cell
-182,207,0,malignant_epithelial_cell
-168,207,0,malignant_epithelial_cell
-10,208,0,malignant_epithelial_cell
93,208,0,malignant_epithelial_cell
142,208,0,malignant_epithelial_cell
173,208,0,malignant_epithelial_cell
204,208,0,malignant_epithelial_cell
-210,209,0,malignant_epithelial_cell
-108,210,0,malignant_epithelial_cell
188,210,0,malignant_epithelial_cell
-176,212,0,malignant_epithelial_cell
-32,212,0,malignant_epithelial_cell
192,212,0,malignant_epithelial_cell
-198,213,0,malignant_epithelial_cell
-99,213,0,malignant_epithelial_cell
-196,214,0,malignant_epithelial_cell
-82,214,0,malignant_epithelial_cell
-281,215,0,effector_T_cell
186,215,0,malignant_epithelial_cell
-69,217,0,malignant_epithelial_cell
-59,217,0,malignant_epithelial_cell
-7,218,0,malignant_epithelial_cell
183,218,0,malignant_epithelial_cell
-40,219,0,malignant_epithelial_cell
9,219,0,malignant_epithelial_cell
85,219,0,malignant_epithelial_cell
-100,220,0,malignant_epithelial_cell
-2,220,0,malignant_epithelial_cell
-343,221,0,effector_T_cell
18,221,0,malignant_epithelial_cell
123,221,0,malignant_epithelial_cell
-123,222,0,malignant_epithelial_cell
-29,222,0,malignant_epithelial_cell
107,222,0,malignant_epithelial_cell
111,222,0,malignant_epithelial_cell
187,222,0,malignant_epithelial_cell
-335,223,0,M0_macrophage
-156,223,0,malignant_epithelial_cell
-55,223,0,malignant_epithelial_cell
141,223,0,malignant_epithelial_cell
-79,224,0,malignant_epithelial_cell
75,224,0,malignant_epithelial_cell
117,226,0,malignant_epithelial_cell
-93,227,0,malignant_epithelial_cell
-15,227,0,malignant_epithelial_cell
-11,227,0,malignant_epithelial_cell
155,227,0,malignant_epithelial_cell
169,227,0,malignant_epithelial_cell
